id	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	locationID	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision
BFSA:LTBCC:20120225:M2	BFSA:LTBCC:20120225:M2	BFSA:LTBCC:20120225	Total Count	83	hectare	35 observer-minutes	2012/2/25	15:35+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120225:J2	BFSA:LTBCC:20120225:J2	BFSA:LTBCC:20120225	Line Transect	150	metre	36 observer-minutes	2012/2/25	09:06+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120225:J3	BFSA:LTBCC:20120225:J3	BFSA:LTBCC:20120225	Line Transect	450	metre	160 observer-minutes	2012/2/25	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120225:E1	BFSA:LTBCC:20120225:E1	BFSA:LTBCC:20120225	Total Count	12	hectare	120 observer-minutes	2012/2/25	10:45+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120225:E2	BFSA:LTBCC:20120225:E2	BFSA:LTBCC:20120225	Total Count	6	hectare	120 observer-minutes	2012/2/25	10:45+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120225:E3	BFSA:LTBCC:20120225:E3	BFSA:LTBCC:20120225	Line Transect	150	metre	140 observer-minutes	2012/2/25	10:05+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120225:D1	BFSA:LTBCC:20120225:D1	BFSA:LTBCC:20120225	Total Count	40	hectare	72 observer-minutes	2012/2/25	13:32+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120225:D2	BFSA:LTBCC:20120225:D2	BFSA:LTBCC:20120225	Total Count	40	hectare	64 observer-minutes	2012/2/25	14:08+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120310:L0	BFSA:LTBCC:20120310:L0	BFSA:LTBCC:20120310	Total Count	2.6	hectare	20 observer-minutes	2012/3/10	11:25+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120310:M1	BFSA:LTBCC:20120310:M1	BFSA:LTBCC:20120310	Total Count	98	hectare	180 observer-minutes	2012/3/10	15:10+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120310:M2	BFSA:LTBCC:20120310:M2	BFSA:LTBCC:20120310	Total Count	83	hectare	180 observer-minutes	2012/3/10	15:42+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120310:J2	BFSA:LTBCC:20120310:J2	BFSA:LTBCC:20120310	Line Transect	150	metre	140 observer-minutes	2012/3/10	08:50+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120310:J3	BFSA:LTBCC:20120310:J3	BFSA:LTBCC:20120310	Line Transect	450	metre	120 observer-minutes	2012/3/10	09:25+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120310:E1	BFSA:LTBCC:20120310:E1	BFSA:LTBCC:20120310	Total Count	12	hectare	80 observer-minutes	2012/3/10	10:55+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120310:E2	BFSA:LTBCC:20120310:E2	BFSA:LTBCC:20120310	Total Count	6	hectare	80 observer-minutes	2012/3/10	10:55+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120310:E3	BFSA:LTBCC:20120310:E3	BFSA:LTBCC:20120310	Line Transect	150	metre	160 observer-minutes	2012/3/10	10:10+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120310:D1	BFSA:LTBCC:20120310:D1	BFSA:LTBCC:20120310	Total Count	40	hectare	144 observer-minutes	2012/3/10	13:32+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120310:D2	BFSA:LTBCC:20120310:D2	BFSA:LTBCC:20120310	Total Count	40	hectare	192 observer-minutes	2012/3/10	14:08+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120325:L0	BFSA:LTBCC:20120325:L0	BFSA:LTBCC:20120325	Total Count	2.6	hectare	20 observer-minutes	2012/3/25	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120325:M1	BFSA:LTBCC:20120325:M1	BFSA:LTBCC:20120325	Total Count	98	hectare	180 observer-minutes	2012/3/25	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120325:M2	BFSA:LTBCC:20120325:M2	BFSA:LTBCC:20120325	Total Count	83	hectare	120 observer-minutes	2012/3/25	16:00+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120325:J2	BFSA:LTBCC:20120325:J2	BFSA:LTBCC:20120325	Line Transect	150	metre	30 observer-minutes	2012/3/25	08:30+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120325:J3	BFSA:LTBCC:20120325:J3	BFSA:LTBCC:20120325	Line Transect	450	metre	30 observer-minutes	2012/3/25	09:30+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120325:E1	BFSA:LTBCC:20120325:E1	BFSA:LTBCC:20120325	Total Count	12	hectare	25 observer-minutes	2012/3/25	10:35+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120325:E2	BFSA:LTBCC:20120325:E2	BFSA:LTBCC:20120325	Total Count	6	hectare	25 observer-minutes	2012/3/25	10:35+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120325:E3	BFSA:LTBCC:20120325:E3	BFSA:LTBCC:20120325	Line Transect	150	metre	20 observer-minutes	2012/3/25	10:10+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120325:D1	BFSA:LTBCC:20120325:D1	BFSA:LTBCC:20120325	Total Count	40	hectare	320 observer-minutes	2012/3/25	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120325:D2	BFSA:LTBCC:20120325:D2	BFSA:LTBCC:20120325	Total Count	40	hectare	320 observer-minutes	2012/3/25	13:30+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120414:L0	BFSA:LTBCC:20120414:L0	BFSA:LTBCC:20120414	Total Count	2.6	hectare	10 observer-minutes	2012/4/14	11:20+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120414:M1	BFSA:LTBCC:20120414:M1	BFSA:LTBCC:20120414	Total Count	98	hectare	60 observer-minutes	2012/4/14	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120414:M2	BFSA:LTBCC:20120414:M2	BFSA:LTBCC:20120414	Total Count	83	hectare	20 observer-minutes	2012/4/14	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120414:J2	BFSA:LTBCC:20120414:J2	BFSA:LTBCC:20120414	Line Transect	150	metre	30 observer-minutes	2012/4/14	08:30+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120414:J3	BFSA:LTBCC:20120414:J3	BFSA:LTBCC:20120414	Line Transect	450	metre	60 observer-minutes	2012/4/14	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120414:E1	BFSA:LTBCC:20120414:E1	BFSA:LTBCC:20120414	Total Count	12	hectare	60 observer-minutes	2012/4/14	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120414:E2	BFSA:LTBCC:20120414:E2	BFSA:LTBCC:20120414	Total Count	6	hectare	60 observer-minutes	2012/4/14	10:30+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120414:E3	BFSA:LTBCC:20120414:E3	BFSA:LTBCC:20120414	Line Transect	150	metre	60 observer-minutes	2012/4/14	10:00+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120414:D1	BFSA:LTBCC:20120414:D1	BFSA:LTBCC:20120414	Total Count	40	hectare	30 observer-minutes	2012/4/14	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120414:D2	BFSA:LTBCC:20120414:D2	BFSA:LTBCC:20120414	Total Count	40	hectare	40 observer-minutes	2012/4/14	14:00+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120428:L0	BFSA:LTBCC:20120428:L0	BFSA:LTBCC:20120428	Total Count	2.6	hectare	25 observer-minutes	2012/4/28	11:25+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120428:M1	BFSA:LTBCC:20120428:M1	BFSA:LTBCC:20120428	Total Count	98	hectare	25 observer-minutes	2012/4/28	14:35+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120428:M2	BFSA:LTBCC:20120428:M2	BFSA:LTBCC:20120428	Total Count	83	hectare	40 observer-minutes	2012/4/28	15:15+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120428:J2	BFSA:LTBCC:20120428:J2	BFSA:LTBCC:20120428	Line Transect	150	metre	40 observer-minutes	2012/4/28	08:30+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120428:J3	BFSA:LTBCC:20120428:J3	BFSA:LTBCC:20120428	Line Transect	450	metre	40 observer-minutes	2012/4/28	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120428:E1	BFSA:LTBCC:20120428:E1	BFSA:LTBCC:20120428	Total Count	12	hectare	30 observer-minutes	2012/4/28	10:45+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120428:E2	BFSA:LTBCC:20120428:E2	BFSA:LTBCC:20120428	Total Count	6	hectare	30 observer-minutes	2012/4/28	10:45+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120428:E3	BFSA:LTBCC:20120428:E3	BFSA:LTBCC:20120428	Line Transect	150	metre	30 observer-minutes	2012/4/28	10:10+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120428:D1	BFSA:LTBCC:20120428:D1	BFSA:LTBCC:20120428	Total Count	40	hectare	30 observer-minutes	2012/4/28	13:20+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120428:D2	BFSA:LTBCC:20120428:D2	BFSA:LTBCC:20120428	Total Count	40	hectare	30 observer-minutes	2012/4/28	13:50+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120512:L0	BFSA:LTBCC:20120512:L0	BFSA:LTBCC:20120512	Total Count	2.6	hectare	20 observer-minutes	2012/5/12	11:20+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120512:M1	BFSA:LTBCC:20120512:M1	BFSA:LTBCC:20120512	Total Count	98	hectare	60 observer-minutes	2012/5/12	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120512:M2	BFSA:LTBCC:20120512:M2	BFSA:LTBCC:20120512	Total Count	83	hectare	20 observer-minutes	2012/5/12	16:00+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120512:J2	BFSA:LTBCC:20120512:J2	BFSA:LTBCC:20120512	Line Transect	150	metre	60 observer-minutes	2012/5/12	08:45+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120512:J3	BFSA:LTBCC:20120512:J3	BFSA:LTBCC:20120512	Line Transect	450	metre	70 observer-minutes	2012/5/12	09:25+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120512:E1	BFSA:LTBCC:20120512:E1	BFSA:LTBCC:20120512	Total Count	12	hectare	60 observer-minutes	2012/5/12	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120512:E2	BFSA:LTBCC:20120512:E2	BFSA:LTBCC:20120512	Total Count	6	hectare	60 observer-minutes	2012/5/12	10:30+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120512:E3	BFSA:LTBCC:20120512:E3	BFSA:LTBCC:20120512	Line Transect	150	metre	60 observer-minutes	2012/5/12	10:00+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120512:D1	BFSA:LTBCC:20120512:D1	BFSA:LTBCC:20120512	Total Count	40	hectare	35 observer-minutes	2012/5/12	13:40+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120512:D2	BFSA:LTBCC:20120512:D2	BFSA:LTBCC:20120512	Total Count	40	hectare	25 observer-minutes	2012/5/12	14:15+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120526:L0	BFSA:LTBCC:20120526:L0	BFSA:LTBCC:20120526	Total Count	2.6	hectare	30 observer-minutes	2012/5/26	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120526:M1	BFSA:LTBCC:20120526:M1	BFSA:LTBCC:20120526	Total Count	98	hectare	30 observer-minutes	2012/5/26	14:50+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120526:M2	BFSA:LTBCC:20120526:M2	BFSA:LTBCC:20120526	Total Count	83	hectare	40 observer-minutes	2012/5/26	15:30+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120526:J2	BFSA:LTBCC:20120526:J2	BFSA:LTBCC:20120526	Line Transect	150	metre	30 observer-minutes	2012/5/26	08:00+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120526:J3	BFSA:LTBCC:20120526:J3	BFSA:LTBCC:20120526	Line Transect	450	metre	30 observer-minutes	2012/5/26	08:30+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120526:E1	BFSA:LTBCC:20120526:E1	BFSA:LTBCC:20120526	Total Count	12	hectare	40 observer-minutes	2012/5/26	10:20+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120526:E2	BFSA:LTBCC:20120526:E2	BFSA:LTBCC:20120526	Total Count	6	hectare	40 observer-minutes	2012/5/26	10:20+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120526:E3	BFSA:LTBCC:20120526:E3	BFSA:LTBCC:20120526	Line Transect	150	metre	40 observer-minutes	2012/5/26	09:40+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120526:D1	BFSA:LTBCC:20120526:D1	BFSA:LTBCC:20120526	Total Count	40	hectare	60 observer-minutes	2012/5/26	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120526:D2	BFSA:LTBCC:20120526:D2	BFSA:LTBCC:20120526	Total Count	40	hectare	60 observer-minutes	2012/5/26	13:30+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120609:L0	BFSA:LTBCC:20120609:L0	BFSA:LTBCC:20120609	Total Count	2.6	hectare	15 observer-minutes	2012/6/9	11:15+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120609:M1	BFSA:LTBCC:20120609:M1	BFSA:LTBCC:20120609	Total Count	98	hectare	80 observer-minutes	2012/6/9	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120609:M2	BFSA:LTBCC:20120609:M2	BFSA:LTBCC:20120609	Total Count	83	hectare	40 observer-minutes	2012/6/9	16:00+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120609:J2	BFSA:LTBCC:20120609:J2	BFSA:LTBCC:20120609	Line Transect	150	metre	30 observer-minutes	2012/6/9	08:20+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120609:J3	BFSA:LTBCC:20120609:J3	BFSA:LTBCC:20120609	Line Transect	450	metre	30 observer-minutes	2012/6/9	09:00+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120609:E1	BFSA:LTBCC:20120609:E1	BFSA:LTBCC:20120609	Total Count	12	hectare	50 observer-minutes	2012/6/9	10:20+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120609:E2	BFSA:LTBCC:20120609:E2	BFSA:LTBCC:20120609	Total Count	6	hectare	50 observer-minutes	2012/6/9	10:20+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120609:E3	BFSA:LTBCC:20120609:E3	BFSA:LTBCC:20120609	Line Transect	150	metre	30 observer-minutes	2012/6/9	09:50+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120609:D1	BFSA:LTBCC:20120609:D1	BFSA:LTBCC:20120609	Total Count	40	hectare	60 observer-minutes	2012/6/9	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120609:D2	BFSA:LTBCC:20120609:D2	BFSA:LTBCC:20120609	Total Count	40	hectare	40 observer-minutes	2012/6/9	14:10+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120623:L0	BFSA:LTBCC:20120623:L0	BFSA:LTBCC:20120623	Total Count	2.6	hectare	20 observer-minutes	2012/6/23	11:20+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120623:J2	BFSA:LTBCC:20120623:J2	BFSA:LTBCC:20120623	Line Transect	150	metre	30 observer-minutes	2012/6/23	08:00+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120623:J3	BFSA:LTBCC:20120623:J3	BFSA:LTBCC:20120623	Line Transect	450	metre	30 observer-minutes	2012/6/23	08:30+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120623:E1	BFSA:LTBCC:20120623:E1	BFSA:LTBCC:20120623	Total Count	12	hectare	20 observer-minutes	2012/6/23	09:40+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120623:E2	BFSA:LTBCC:20120623:E2	BFSA:LTBCC:20120623	Total Count	6	hectare	20 observer-minutes	2012/6/23	09:40+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120623:E3	BFSA:LTBCC:20120623:E3	BFSA:LTBCC:20120623	Line Transect	150	metre	30 observer-minutes	2012/6/23	09:10+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120624:M1	BFSA:LTBCC:20120624:M1	BFSA:LTBCC:20120624	Total Count	98	hectare	110 observer-minutes	2012/6/24	14:35+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120624:M2	BFSA:LTBCC:20120624:M2	BFSA:LTBCC:20120624	Total Count	83	hectare	110 observer-minutes	2012/6/24	15:35+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120624:D1	BFSA:LTBCC:20120624:D1	BFSA:LTBCC:20120624	Total Count	40	hectare	80 observer-minutes	2012/6/24	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120624:D2	BFSA:LTBCC:20120624:D2	BFSA:LTBCC:20120624	Total Count	40	hectare	80 observer-minutes	2012/6/24	13:30+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120714:L0	BFSA:LTBCC:20120714:L0	BFSA:LTBCC:20120714	Total Count	2.6	hectare	80 observer-minutes	2012/7/14	11:00+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120714:M1	BFSA:LTBCC:20120714:M1	BFSA:LTBCC:20120714	Total Count	98	hectare	150 observer-minutes	2012/7/14	15:10+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120714:M2	BFSA:LTBCC:20120714:M2	BFSA:LTBCC:20120714	Total Count	83	hectare	60 observer-minutes	2012/7/14	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120714:J2	BFSA:LTBCC:20120714:J2	BFSA:LTBCC:20120714	Line Transect	150	metre	120 observer-minutes	2012/7/14	08:45+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120714:J3	BFSA:LTBCC:20120714:J3	BFSA:LTBCC:20120714	Line Transect	450	metre	200 observer-minutes	2012/7/14	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120714:E1	BFSA:LTBCC:20120714:E1	BFSA:LTBCC:20120714	Total Count	12	hectare	28 observer-minutes	2012/7/14	10:53+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120714:E2	BFSA:LTBCC:20120714:E2	BFSA:LTBCC:20120714	Total Count	6	hectare	28 observer-minutes	2012/7/14	10:53+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120714:E3	BFSA:LTBCC:20120714:E3	BFSA:LTBCC:20120714	Line Transect	150	metre	80 observer-minutes	2012/7/14	10:30+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120714:D1	BFSA:LTBCC:20120714:D1	BFSA:LTBCC:20120714	Total Count	40	hectare	225 observer-minutes	2012/7/14	13:15+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120714:D2	BFSA:LTBCC:20120714:D2	BFSA:LTBCC:20120714	Total Count	40	hectare	60 observer-minutes	2012/7/14	14:30+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120728:L0	BFSA:LTBCC:20120728:L0	BFSA:LTBCC:20120728	Total Count	2.6	hectare	20 observer-minutes	2012/7/28	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120728:M1	BFSA:LTBCC:20120728:M1	BFSA:LTBCC:20120728	Total Count	98	hectare	120 observer-minutes	2012/7/28	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120728:M2	BFSA:LTBCC:20120728:M2	BFSA:LTBCC:20120728	Total Count	83	hectare	40 observer-minutes	2012/7/28	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120728:J2	BFSA:LTBCC:20120728:J2	BFSA:LTBCC:20120728	Line Transect	150	metre	27 observer-minutes	2012/7/28	08:45+0800	J2A	23.0817	120.0367	WGS84	75	0.00001
BFSA:LTBCC:20120728:J3	BFSA:LTBCC:20120728:J3	BFSA:LTBCC:20120728	Line Transect	450	metre	30 observer-minutes	2012/7/28	09:15+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120728:E1	BFSA:LTBCC:20120728:E1	BFSA:LTBCC:20120728	Total Count	12	hectare	25 observer-minutes	2012/7/28	10:35+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120728:E2	BFSA:LTBCC:20120728:E2	BFSA:LTBCC:20120728	Total Count	6	hectare	25 observer-minutes	2012/7/28	10:35+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120728:E3	BFSA:LTBCC:20120728:E3	BFSA:LTBCC:20120728	Line Transect	150	metre	35 observer-minutes	2012/7/28	10:00+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120728:D1	BFSA:LTBCC:20120728:D1	BFSA:LTBCC:20120728	Total Count	40	hectare	60 observer-minutes	2012/7/28	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120728:D2	BFSA:LTBCC:20120728:D2	BFSA:LTBCC:20120728	Total Count	40	hectare	60 observer-minutes	2012/7/28	14:10+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120811:L0	BFSA:LTBCC:20120811:L0	BFSA:LTBCC:20120811	Total Count	2.6	hectare	20 observer-minutes	2012/8/11	10:45+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120811:M1	BFSA:LTBCC:20120811:M1	BFSA:LTBCC:20120811	Total Count	98	hectare	60 observer-minutes	2012/8/11	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120811:M2	BFSA:LTBCC:20120811:M2	BFSA:LTBCC:20120811	Total Count	83	hectare	20 observer-minutes	2012/8/11	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120811:J2	BFSA:LTBCC:20120811:J2	BFSA:LTBCC:20120811	Line Transect	150	metre	45 observer-minutes	2012/8/11	08:00+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20120811:J3	BFSA:LTBCC:20120811:J3	BFSA:LTBCC:20120811	Line Transect	450	metre	47 observer-minutes	2012/8/11	08:48+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120811:E1	BFSA:LTBCC:20120811:E1	BFSA:LTBCC:20120811	Total Count	12	hectare	28 observer-minutes	2012/8/11	10:07+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120811:E2	BFSA:LTBCC:20120811:E2	BFSA:LTBCC:20120811	Total Count	6	hectare	28 observer-minutes	2012/8/11	10:07+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120811:E3	BFSA:LTBCC:20120811:E3	BFSA:LTBCC:20120811	Line Transect	150	metre	15 observer-minutes	2012/8/11	09:50+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20120811:D1	BFSA:LTBCC:20120811:D1	BFSA:LTBCC:20120811	Total Count	40	hectare	30 observer-minutes	2012/8/11	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20120811:D2	BFSA:LTBCC:20120811:D2	BFSA:LTBCC:20120811	Total Count	40	hectare	40 observer-minutes	2012/8/11	14:00+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20120825:L0	BFSA:LTBCC:20120825:L0	BFSA:LTBCC:20120825	Total Count	2.6	hectare	20 observer-minutes	2012/8/25	10:50+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20120825:M1	BFSA:LTBCC:20120825:M1	BFSA:LTBCC:20120825	Total Count	98	hectare	30 observer-minutes	2012/8/25	14:50+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20120825:M2	BFSA:LTBCC:20120825:M2	BFSA:LTBCC:20120825	Total Count	83	hectare	55 observer-minutes	2012/8/25	15:25+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20120825:J2	BFSA:LTBCC:20120825:J2	BFSA:LTBCC:20120825	Line Transect	150	metre	30 observer-minutes	2012/8/25	08:20+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20120825:J3	BFSA:LTBCC:20120825:J3	BFSA:LTBCC:20120825	Line Transect	450	metre	30 observer-minutes	2012/8/25	09:00+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20120825:E1	BFSA:LTBCC:20120825:E1	BFSA:LTBCC:20120825	Total Count	12	hectare	30 observer-minutes	2012/8/25	10:15+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20120825:E2	BFSA:LTBCC:20120825:E2	BFSA:LTBCC:20120825	Total Count	6	hectare	30 observer-minutes	2012/8/25	10:15+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20120825:E3	BFSA:LTBCC:20120825:E3	BFSA:LTBCC:20120825	Line Transect	150	metre	30 observer-minutes	2012/8/25	09:40+0800	E3	23.0716	120.0657	WGS84	75	0.00001
