id	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	locationID	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision
BFSA:LTBCC:20050220:J3	BFSA:LTBCC:20050220:J3	BFSA:LTBCC:20050220	Line Transect	450	metre	160 observer-minutes	2005/2/20	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050220:E1	BFSA:LTBCC:20050220:E1	BFSA:LTBCC:20050220	Total Count	12	hectare	360 observer-minutes	2005/2/20	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050220:D1	BFSA:LTBCC:20050220:D1	BFSA:LTBCC:20050220	Total Count	20	hectare	30 observer-minutes	2005/2/20	13:00+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050220:D2	BFSA:LTBCC:20050220:D2	BFSA:LTBCC:20050220	Total Count	20	hectare	12 observer-minutes	2005/2/20	13:40+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050306:M1	BFSA:LTBCC:20050306:M1	BFSA:LTBCC:20050306	Total Count	98	hectare	60 observer-minutes	2005/3/6	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050306:J2	BFSA:LTBCC:20050306:J2	BFSA:LTBCC:20050306	Line Transect	150	metre	120 observer-minutes	2005/3/6	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050306:J3	BFSA:LTBCC:20050306:J3	BFSA:LTBCC:20050306	Line Transect	450	metre	160 observer-minutes	2005/3/6	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050306:E1	BFSA:LTBCC:20050306:E1	BFSA:LTBCC:20050306	Total Count	12	hectare	360 observer-minutes	2005/3/6	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050306:D1	BFSA:LTBCC:20050306:D1	BFSA:LTBCC:20050306	Total Count	20	hectare	40 observer-minutes	2005/3/6	13:00+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050306:D2	BFSA:LTBCC:20050306:D2	BFSA:LTBCC:20050306	Total Count	20	hectare	40 observer-minutes	2005/3/6	13:50+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050319:M1	BFSA:LTBCC:20050319:M1	BFSA:LTBCC:20050319	Total Count	98	hectare	210 observer-minutes	2005/3/19	14:40+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050319:M2	BFSA:LTBCC:20050319:M2	BFSA:LTBCC:20050319	Total Count	83	hectare	30 observer-minutes	2005/3/19	16:00+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050319:J2	BFSA:LTBCC:20050319:J2	BFSA:LTBCC:20050319	Line Transect	150	metre	80 observer-minutes	2005/3/19	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050319:J3	BFSA:LTBCC:20050319:J3	BFSA:LTBCC:20050319	Line Transect	450	metre	80 observer-minutes	2005/3/19	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050319:E1	BFSA:LTBCC:20050319:E1	BFSA:LTBCC:20050319	Total Count	12	hectare	180 observer-minutes	2005/3/19	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050319:D1	BFSA:LTBCC:20050319:D1	BFSA:LTBCC:20050319	Total Count	20	hectare	132 observer-minutes	2005/3/19	13:06+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050319:D2	BFSA:LTBCC:20050319:D2	BFSA:LTBCC:20050319	Total Count	20	hectare	45 observer-minutes	2005/3/19	13:55+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050402:M1	BFSA:LTBCC:20050402:M1	BFSA:LTBCC:20050402	Total Count	98	hectare	300 observer-minutes	2005/4/2	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050402:M2	BFSA:LTBCC:20050402:M2	BFSA:LTBCC:20050402	Total Count	83	hectare	100 observer-minutes	2005/4/2	16:00+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050402:J2	BFSA:LTBCC:20050402:J2	BFSA:LTBCC:20050402	Line Transect	150	metre	80 observer-minutes	2005/4/2	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050402:J3	BFSA:LTBCC:20050402:J3	BFSA:LTBCC:20050402	Line Transect	450	metre	80 observer-minutes	2005/4/2	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050402:E1	BFSA:LTBCC:20050402:E1	BFSA:LTBCC:20050402	Total Count	12	hectare	270 observer-minutes	2005/4/2	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050402:D1	BFSA:LTBCC:20050402:D1	BFSA:LTBCC:20050402	Total Count	20	hectare	200 observer-minutes	2005/4/2	13:00+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050402:D2	BFSA:LTBCC:20050402:D2	BFSA:LTBCC:20050402	Total Count	20	hectare	200 observer-minutes	2005/4/2	13:50+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050417:M1	BFSA:LTBCC:20050417:M1	BFSA:LTBCC:20050417	Total Count	98	hectare	200 observer-minutes	2005/4/17	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050417:M2	BFSA:LTBCC:20050417:M2	BFSA:LTBCC:20050417	Total Count	83	hectare	100 observer-minutes	2005/4/17	15:55+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050417:J2	BFSA:LTBCC:20050417:J2	BFSA:LTBCC:20050417	Line Transect	150	metre	80 observer-minutes	2005/4/17	08:00+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050417:J3	BFSA:LTBCC:20050417:J3	BFSA:LTBCC:20050417	Line Transect	450	metre	70 observer-minutes	2005/4/17	09:30+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050417:E1	BFSA:LTBCC:20050417:E1	BFSA:LTBCC:20050417	Total Count	12	hectare	50 observer-minutes	2005/4/17	11:10+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050417:D1	BFSA:LTBCC:20050417:D1	BFSA:LTBCC:20050417	Total Count	20	hectare	160 observer-minutes	2005/4/17	13:00+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050417:D2	BFSA:LTBCC:20050417:D2	BFSA:LTBCC:20050417	Total Count	20	hectare	80 observer-minutes	2005/4/17	13:50+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050501:M1	BFSA:LTBCC:20050501:M1	BFSA:LTBCC:20050501	Total Count	98	hectare	180 observer-minutes	2005/5/1	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050501:M2	BFSA:LTBCC:20050501:M2	BFSA:LTBCC:20050501	Total Count	83	hectare	180 observer-minutes	2005/5/1	15:00+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050501:J2	BFSA:LTBCC:20050501:J2	BFSA:LTBCC:20050501	Line Transect	150	metre	30 observer-minutes	2005/5/1	08:40+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050501:J3	BFSA:LTBCC:20050501:J3	BFSA:LTBCC:20050501	Line Transect	450	metre	50 observer-minutes	2005/5/1	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050501:E1	BFSA:LTBCC:20050501:E1	BFSA:LTBCC:20050501	Total Count	12	hectare	90 observer-minutes	2005/5/1	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050501:D1	BFSA:LTBCC:20050501:D1	BFSA:LTBCC:20050501	Total Count	20	hectare	90 observer-minutes	2005/5/1	13:40+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050501:D2	BFSA:LTBCC:20050501:D2	BFSA:LTBCC:20050501	Total Count	20	hectare	60 observer-minutes	2005/5/1	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050514:M1	BFSA:LTBCC:20050514:M1	BFSA:LTBCC:20050514	Total Count	98	hectare	120 observer-minutes	2005/5/14	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050514:M2	BFSA:LTBCC:20050514:M2	BFSA:LTBCC:20050514	Total Count	83	hectare	120 observer-minutes	2005/5/14	15:00+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050514:D1	BFSA:LTBCC:20050514:D1	BFSA:LTBCC:20050514	Total Count	20	hectare	80 observer-minutes	2005/5/14	13:00+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050514:D2	BFSA:LTBCC:20050514:D2	BFSA:LTBCC:20050514	Total Count	20	hectare	80 observer-minutes	2005/5/14	13:50+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050515:J2	BFSA:LTBCC:20050515:J2	BFSA:LTBCC:20050515	Line Transect	150	metre	160 observer-minutes	2005/5/15	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050515:J3	BFSA:LTBCC:20050515:J3	BFSA:LTBCC:20050515	Line Transect	450	metre	200 observer-minutes	2005/5/15	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050515:E1	BFSA:LTBCC:20050515:E1	BFSA:LTBCC:20050515	Total Count	12	hectare	200 observer-minutes	2005/5/15	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050605:M1	BFSA:LTBCC:20050605:M1	BFSA:LTBCC:20050605	Total Count	98	hectare	240 observer-minutes	2005/6/5	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050605:M2	BFSA:LTBCC:20050605:M2	BFSA:LTBCC:20050605	Total Count	83	hectare	80 observer-minutes	2005/6/5	16:00+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050605:J2	BFSA:LTBCC:20050605:J2	BFSA:LTBCC:20050605	Line Transect	150	metre	40 observer-minutes	2005/6/5	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050605:J3	BFSA:LTBCC:20050605:J3	BFSA:LTBCC:20050605	Line Transect	450	metre	50 observer-minutes	2005/6/5	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050605:E1	BFSA:LTBCC:20050605:E1	BFSA:LTBCC:20050605	Total Count	12	hectare	50 observer-minutes	2005/6/5	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050605:D1	BFSA:LTBCC:20050605:D1	BFSA:LTBCC:20050605	Total Count	20	hectare	120 observer-minutes	2005/6/5	13:20+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050605:D2	BFSA:LTBCC:20050605:D2	BFSA:LTBCC:20050605	Total Count	20	hectare	180 observer-minutes	2005/6/5	13:55+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050619:M1	BFSA:LTBCC:20050619:M1	BFSA:LTBCC:20050619	Total Count	98	hectare	80 observer-minutes	2005/6/19	15:45+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050619:M2	BFSA:LTBCC:20050619:M2	BFSA:LTBCC:20050619	Total Count	83	hectare	100 observer-minutes	2005/6/19	16:05+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050619:J2	BFSA:LTBCC:20050619:J2	BFSA:LTBCC:20050619	Line Transect	150	metre	40 observer-minutes	2005/6/19	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050619:J3	BFSA:LTBCC:20050619:J3	BFSA:LTBCC:20050619	Line Transect	450	metre	50 observer-minutes	2005/6/19	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050619:E1	BFSA:LTBCC:20050619:E1	BFSA:LTBCC:20050619	Total Count	12	hectare	80 observer-minutes	2005/6/19	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050619:D1	BFSA:LTBCC:20050619:D1	BFSA:LTBCC:20050619	Total Count	20	hectare	80 observer-minutes	2005/6/19	13:10+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050619:D2	BFSA:LTBCC:20050619:D2	BFSA:LTBCC:20050619	Total Count	20	hectare	100 observer-minutes	2005/6/19	13:35+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050703:M1	BFSA:LTBCC:20050703:M1	BFSA:LTBCC:20050703	Total Count	98	hectare	300 observer-minutes	2005/7/3	15:10+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050703:M2	BFSA:LTBCC:20050703:M2	BFSA:LTBCC:20050703	Total Count	83	hectare	120 observer-minutes	2005/7/3	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050703:J2	BFSA:LTBCC:20050703:J2	BFSA:LTBCC:20050703	Line Transect	150	metre	30 observer-minutes	2005/7/3	09:00+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050703:J3	BFSA:LTBCC:20050703:J3	BFSA:LTBCC:20050703	Line Transect	450	metre	40 observer-minutes	2005/7/3	09:30+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050703:E1	BFSA:LTBCC:20050703:E1	BFSA:LTBCC:20050703	Total Count	12	hectare	40 observer-minutes	2005/7/3	10:20+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050703:D1	BFSA:LTBCC:20050703:D1	BFSA:LTBCC:20050703	Total Count	20	hectare	240 observer-minutes	2005/7/3	13:00+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050703:D2	BFSA:LTBCC:20050703:D2	BFSA:LTBCC:20050703	Total Count	20	hectare	240 observer-minutes	2005/7/3	13:50+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050716:M1	BFSA:LTBCC:20050716:M1	BFSA:LTBCC:20050716	Total Count	98	hectare	240 observer-minutes	2005/7/16	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050716:M2	BFSA:LTBCC:20050716:M2	BFSA:LTBCC:20050716	Total Count	83	hectare	80 observer-minutes	2005/7/16	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050716:D1	BFSA:LTBCC:20050716:D1	BFSA:LTBCC:20050716	Total Count	20	hectare	160 observer-minutes	2005/7/16	13:00+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050716:D2	BFSA:LTBCC:20050716:D2	BFSA:LTBCC:20050716	Total Count	20	hectare	160 observer-minutes	2005/7/16	13:50+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050717:J2	BFSA:LTBCC:20050717:J2	BFSA:LTBCC:20050717	Line Transect	150	metre	64 observer-minutes	2005/7/17	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050717:J3	BFSA:LTBCC:20050717:J3	BFSA:LTBCC:20050717	Line Transect	450	metre	168 observer-minutes	2005/7/17	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050717:E1	BFSA:LTBCC:20050717:E1	BFSA:LTBCC:20050717	Total Count	12	hectare	260 observer-minutes	2005/7/17	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050807:L0	BFSA:LTBCC:20050807:L0	BFSA:LTBCC:20050807	Total Count	2.6	hectare	40 observer-minutes	2005/8/7	11:30+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20050807:M1	BFSA:LTBCC:20050807:M1	BFSA:LTBCC:20050807	Total Count	98	hectare	120 observer-minutes	2005/8/7	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050807:M2	BFSA:LTBCC:20050807:M2	BFSA:LTBCC:20050807	Total Count	83	hectare	40 observer-minutes	2005/8/7	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050807:J2	BFSA:LTBCC:20050807:J2	BFSA:LTBCC:20050807	Line Transect	150	metre	75 observer-minutes	2005/8/7	09:10+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050807:J3	BFSA:LTBCC:20050807:J3	BFSA:LTBCC:20050807	Line Transect	450	metre	120 observer-minutes	2005/8/7	09:40+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050807:E1	BFSA:LTBCC:20050807:E1	BFSA:LTBCC:20050807	Total Count	12	hectare	80 observer-minutes	2005/8/7	10:40+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050807:E2	BFSA:LTBCC:20050807:E2	BFSA:LTBCC:20050807	Total Count	6	hectare	80 observer-minutes	2005/8/7	10:40+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20050807:D1	BFSA:LTBCC:20050807:D1	BFSA:LTBCC:20050807	Total Count	20	hectare	60 observer-minutes	2005/8/7	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050807:D2	BFSA:LTBCC:20050807:D2	BFSA:LTBCC:20050807	Total Count	20	hectare	60 observer-minutes	2005/8/7	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050821:L0	BFSA:LTBCC:20050821:L0	BFSA:LTBCC:20050821	Total Count	2.6	hectare	150 observer-minutes	2005/8/21	10:40+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20050821:M1	BFSA:LTBCC:20050821:M1	BFSA:LTBCC:20050821	Total Count	98	hectare	360 observer-minutes	2005/8/21	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050821:M2	BFSA:LTBCC:20050821:M2	BFSA:LTBCC:20050821	Total Count	83	hectare	120 observer-minutes	2005/8/21	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050821:J2	BFSA:LTBCC:20050821:J2	BFSA:LTBCC:20050821	Line Transect	150	metre	150 observer-minutes	2005/8/21	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050821:J3	BFSA:LTBCC:20050821:J3	BFSA:LTBCC:20050821	Line Transect	450	metre	150 observer-minutes	2005/8/21	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050821:E1	BFSA:LTBCC:20050821:E1	BFSA:LTBCC:20050821	Total Count	12	hectare	150 observer-minutes	2005/8/21	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050821:E2	BFSA:LTBCC:20050821:E2	BFSA:LTBCC:20050821	Total Count	6	hectare	150 observer-minutes	2005/8/21	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20050821:D1	BFSA:LTBCC:20050821:D1	BFSA:LTBCC:20050821	Total Count	20	hectare	180 observer-minutes	2005/8/21	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050821:D2	BFSA:LTBCC:20050821:D2	BFSA:LTBCC:20050821	Total Count	20	hectare	180 observer-minutes	2005/8/21	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050903:L0	BFSA:LTBCC:20050903:L0	BFSA:LTBCC:20050903	Total Count	2.6	hectare	70 observer-minutes	2005/9/3	11:05+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20050903:M1	BFSA:LTBCC:20050903:M1	BFSA:LTBCC:20050903	Total Count	98	hectare	60 observer-minutes	2005/9/3	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050903:M2	BFSA:LTBCC:20050903:M2	BFSA:LTBCC:20050903	Total Count	83	hectare	30 observer-minutes	2005/9/3	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050903:J2	BFSA:LTBCC:20050903:J2	BFSA:LTBCC:20050903	Line Transect	150	metre	50 observer-minutes	2005/9/3	08:50+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050903:J3	BFSA:LTBCC:20050903:J3	BFSA:LTBCC:20050903	Line Transect	450	metre	60 observer-minutes	2005/9/3	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050903:E1	BFSA:LTBCC:20050903:E1	BFSA:LTBCC:20050903	Total Count	12	hectare	80 observer-minutes	2005/9/3	10:20+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050903:E2	BFSA:LTBCC:20050903:E2	BFSA:LTBCC:20050903	Total Count	6	hectare	80 observer-minutes	2005/9/3	10:20+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20050903:D1	BFSA:LTBCC:20050903:D1	BFSA:LTBCC:20050903	Total Count	20	hectare	30 observer-minutes	2005/9/3	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050903:D2	BFSA:LTBCC:20050903:D2	BFSA:LTBCC:20050903	Total Count	20	hectare	30 observer-minutes	2005/9/3	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20050918:L0	BFSA:LTBCC:20050918:L0	BFSA:LTBCC:20050918	Total Count	2.6	hectare	60 observer-minutes	2005/9/18	10:40+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20050918:M1	BFSA:LTBCC:20050918:M1	BFSA:LTBCC:20050918	Total Count	98	hectare	70 observer-minutes	2005/9/18	15:55+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20050918:M2	BFSA:LTBCC:20050918:M2	BFSA:LTBCC:20050918	Total Count	83	hectare	30 observer-minutes	2005/9/18	16:35+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20050918:J2	BFSA:LTBCC:20050918:J2	BFSA:LTBCC:20050918	Line Transect	150	metre	60 observer-minutes	2005/9/18	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20050918:J3	BFSA:LTBCC:20050918:J3	BFSA:LTBCC:20050918	Line Transect	450	metre	60 observer-minutes	2005/9/18	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20050918:E1	BFSA:LTBCC:20050918:E1	BFSA:LTBCC:20050918	Total Count	12	hectare	60 observer-minutes	2005/9/18	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20050918:E2	BFSA:LTBCC:20050918:E2	BFSA:LTBCC:20050918	Total Count	6	hectare	60 observer-minutes	2005/9/18	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20050918:D1	BFSA:LTBCC:20050918:D1	BFSA:LTBCC:20050918	Total Count	20	hectare	30 observer-minutes	2005/9/18	14:35+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20050918:D2	BFSA:LTBCC:20050918:D2	BFSA:LTBCC:20050918	Total Count	20	hectare	60 observer-minutes	2005/9/18	14:55+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20051008:L0	BFSA:LTBCC:20051008:L0	BFSA:LTBCC:20051008	Total Count	2.6	hectare	120 observer-minutes	2005/10/8	10:40+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20051008:M1	BFSA:LTBCC:20051008:M1	BFSA:LTBCC:20051008	Total Count	98	hectare	180 observer-minutes	2005/10/8	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20051008:M2	BFSA:LTBCC:20051008:M2	BFSA:LTBCC:20051008	Total Count	83	hectare	60 observer-minutes	2005/10/8	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20051008:J2	BFSA:LTBCC:20051008:J2	BFSA:LTBCC:20051008	Line Transect	150	metre	120 observer-minutes	2005/10/8	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20051008:J3	BFSA:LTBCC:20051008:J3	BFSA:LTBCC:20051008	Line Transect	450	metre	120 observer-minutes	2005/10/8	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20051008:E1	BFSA:LTBCC:20051008:E1	BFSA:LTBCC:20051008	Total Count	12	hectare	120 observer-minutes	2005/10/8	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20051008:E2	BFSA:LTBCC:20051008:E2	BFSA:LTBCC:20051008	Total Count	6	hectare	120 observer-minutes	2005/10/8	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20051008:D1	BFSA:LTBCC:20051008:D1	BFSA:LTBCC:20051008	Total Count	20	hectare	90 observer-minutes	2005/10/8	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20051008:D2	BFSA:LTBCC:20051008:D2	BFSA:LTBCC:20051008	Total Count	20	hectare	90 observer-minutes	2005/10/8	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20051023:L0	BFSA:LTBCC:20051023:L0	BFSA:LTBCC:20051023	Total Count	2.6	hectare	22 observer-minutes	2005/10/23	10:58+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20051023:M1	BFSA:LTBCC:20051023:M1	BFSA:LTBCC:20051023	Total Count	98	hectare	55 observer-minutes	2005/10/23	15:05+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20051023:M2	BFSA:LTBCC:20051023:M2	BFSA:LTBCC:20051023	Total Count	83	hectare	17 observer-minutes	2005/10/23	16:08+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20051023:J2	BFSA:LTBCC:20051023:J2	BFSA:LTBCC:20051023	Line Transect	150	metre	30 observer-minutes	2005/10/23	08:35+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20051023:J3	BFSA:LTBCC:20051023:J3	BFSA:LTBCC:20051023	Line Transect	450	metre	35 observer-minutes	2005/10/23	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20051023:E1	BFSA:LTBCC:20051023:E1	BFSA:LTBCC:20051023	Total Count	12	hectare	48 observer-minutes	2005/10/23	09:59+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20051023:E2	BFSA:LTBCC:20051023:E2	BFSA:LTBCC:20051023	Total Count	6	hectare	48 observer-minutes	2005/10/23	09:59+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20051023:D1	BFSA:LTBCC:20051023:D1	BFSA:LTBCC:20051023	Total Count	20	hectare	30 observer-minutes	2005/10/23	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
